Toimiku ID;Osakonna kood;SARI VIIT;SARI PEALKIRI;Toimiku viit NORM;Toimiku pealkiri NORM;Toimiku indeks;Toimiku nimetus;Mitu asjaajamisaastat/üks asjaajamisaasta;Toimiku alguskuupäev;Toimiku lõppkuupäev;Säilitustähtaeg
114;10101;1.1-1;Kirjavahetus valitsemisala asutuste ja teiste riigiasutustega;1.1-1-8;Kirjavahetus üldistes küsimustes asutusesiseseks kasutamiseks;1.1-1-8;Kirjavahetus üldistes küsimustes asutusesiseseks kasutamiseks;üks asjaajamisaasta;1.01.2004;31.12.2004;5
115;10101;1.1-1;Kirjavahetus valitsemisala asutuste ja teiste riigiasutustega;1.1-1-8;Kirjavahetus üldistes küsimustes asutusesiseseks kasutamiseks;1.1-1-8;Kirjavahetus üldistes küsimustes asutusesiseseks kasutamiseks;üks asjaajamisaasta;1.01.2005;31.12.2005;5
117;10101;1.1-1;Kirjavahetus valitsemisala asutuste ja teiste riigiasutustega;1.1-1-9;Riigikogu liikmete arupärimised ja kirjalikud küsimused;1.1-1-9;Riigikogu liikmete arupärimised ja kirjalikud küsimused;üks asjaajamisaasta;1.01.2003;31.12.2003;5
118;10101;1.1-1;Kirjavahetus valitsemisala asutuste ja teiste riigiasutustega;1.1-1-9;Riigikogu liikmete arupärimised ja kirjalikud küsimused;1.1-1-9;Riigikogu liikmete arupärimised ja kirjalikud küsimused;üks asjaajamisaasta;1.01.2004;31.12.2004;5
119;10101;1.1-1;Kirjavahetus valitsemisala asutuste ja teiste riigiasutustega;1.1-1-9;Riigikogu liikmete arupärimised ja kirjalikud küsimused;1.1-1-9;Riigikogu liikmete arupärimised ja kirjalikud küsimused;üks asjaajamisaasta;1.01.2005;31.12.2005;5
120;10101;1.1-1;Kirjavahetus valitsemisala asutuste ja teiste riigiasutustega;1.1-1;Kirjavahetus valitsemisala asutustega ja teiste riigiasutustega;1.1-1;Kirjavahetus valitsemisala asutustega ja teiste riigiasutustega;üks asjaajamisaasta;1.01.2002;31.12.2002;5
121;10101;1.1-11;Tellimiskirjad, tõendid, taotlused ja korrespondentsi registreerimiskaardid;1.1-11-10;Ametlike teadaannete edastamise kaaskirjad;1.1-11-10;Ametlike teadaannete edastamise kaaskirjad;üks asjaajamisaasta;1.01.2003;31.12.2003;5
122;10101;1.1-11;Tellimiskirjad, tõendid, taotlused ja korrespondentsi registreerimiskaardid;1.1-11-10;Ametlike teadaannete edastamise kaaskirjad;1.1-11-10;Ametlike teadaannete edastamise kaaskirjad;üks asjaajamisaasta;1.01.2004;31.12.2004;5
123;10101;1.1-11;Tellimiskirjad, tõendid, taotlused ja korrespondentsi registreerimiskaardid;1.1-11-10;Ametlike teadaannete edastamise kaaskirjad;1.1-11-10;Ametlike teadaannete edastamise kaaskirjad;üks asjaajamisaasta;1.01.2005;31.12.2005;5
178;10101;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2-1;Kodanike avaldused ja märgukirjad;1.1-2-1b;Kodanike avadlused ja märgukirjad;üks asjaajamisaasta;1.01.2003;31.12.2003;99
179;10101;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2-1;Kodanike avaldused ja märgukirjad;1.1-2-1b;Kodanike avadlused ja märgukirjad;üks asjaajamisaasta;1.01.2004;31.12.2004;99
180;10101;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2-1;Kodanike avaldused ja märgukirjad;1.1-2-1b;Kodanike avaldused ja märgukirjad;üks asjaajamisaasta;1.01.2005;31.12.2005;99
181;10101;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2-2;Sisejulgeoleku alased avaldused ja märgukirjad;1.1-2-2b;Sisejulgeoleku alased avaldused ja märgukirjad;üks asjaajamisaasta;1.01.2002;31.12.2002;
182;10101;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2-2;Kodanike sisejulgeolekualased avaldused ja märgukirjad;1.1-2-2b;Kodanike sisejulgeoleku alased avaldused ja märgukirjad;üks asjaajamisaasta;1.01.2004;31.12.2004;5
183;10101;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2-2;Kodanike sisejulgeolekualased avaldused ja märgukirjad;1.1-2-2b;Kodanike sisejulgeoleku alased avaldused ja märgukirjad;üks asjaajamisaasta;1.01.2005;31.12.2005;5
184;10101;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2-3;Asutuste avaldused ja märgukirjad siseauditi  ja järelevalve küsimustes;1.1-2-3;Asutuste avaldused ja märgukirjad siseauditi  ja järelvalve küsimustes;üks asjaajamisaasta;1.01.2003;31.12.2003;5
185;10101;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2-3;Asutuste avaldused ja märgukirjad siseauditi  ja järelevalve küsimustes;1.1-2-3;Asutuste avaldused ja märgukirjad siseauditi  ja järelvalve küsimustes;üks asjaajamisaasta;1.01.2004;31.12.2004;5
186;10101;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2-3;Asutuste avaldused ja märgukirjad siseauditi  ja järelevalve küsimustes;1.1-2-3;Asutuste avaldused ja märgukirjad siseauditi  ja järelvalve küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
187;10101;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2-3;Siseauditi ja teenistusliku järelevalve alased avaldused ja märgukirjad;1.1-2-3b;Siseauditi ja teenistusliku järelvalve alased avadlused ja märgukirajd;üks asjaajamisaasta;1.01.2002;31.12.2002;5
188;10101;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2-4;Teabenõuded ja vastused;1.1-2-4c;Teabenõuded ja vastused;üks asjaajamisaasta;1.01.2004;31.12.2004;5
189;10101;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2-4;Teabenõuded ja vastused;1.1-2-4c;Teabenõuded ja vastused;üks asjaajamisaasta;1.01.2005;31.12.2005;5
190;10101;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;üks asjaajamisaasta;1.01.2002;31.12.2002;5
191;10101;1.1-2;Kirjavahetus seoses isikute, asutuste ja organisatsioonide avaldustele, märgukirjadele ja teabenõuetele vastamisega;1.1-2-1;Isikute avaldused ja märgukirjad;1.1-2b-1;Isikute avaldused ja märgukirjad;üks asjaajamisaasta;1.01.2002;31.12.2002;5
192;10101;1.1-6;Riigisaladusega seotud kirjavahetus;1.1-5;Riigisaladusega seotud kirjavahetus;1.1-5;Riigisaladusega seotud kirjavahetus;üks asjaajamisaasta;1.01.2002;31.12.2002;10
193;10101;1.1-6;Riigisaladusega seotud kirjavahetus;1.1-6;Riigisaladusega seotud kirjavahetus;1.1-6;Riigisaladusega seotud kirjavahetus;üks asjaajamisaasta;1.01.2003;31.12.2003;10
194;10101;1.1-6;Riigisaladusega seotud kirjavahetus;1.1-6;Riigisaladusega seotud kirjavahetus;1.1-6;Riigisaladusega seotud kirjavahetus;üks asjaajamisaasta;1.01.2004;31.12.2004;10
195;10101;1.1-6;Riigisaladusega seotud kirjavahetus;1.1-6;Riigisaladusega seotud kirjavahetus;1.1-6;Riigisaladusega seotud kirjavahetus;üks asjaajamisaasta;1.01.2005;31.12.2005;10
196;10101;1.1-8;SIM dokumendiplankide näidised;1.1-7;SIM dokumendiplankide näidised;1.1-7;SiM dokumendiplankide näidised;üks asjaajamisaasta;1.01.2002;31.12.2002;99
197;10101;1.1-8;SIM dokumendiplankide näidised;1.1-8-1;Dokumendiplankide arvestutabelid;1.1-8-1;Dokumendiplankide arvestutabelid;üks asjaajamisaasta;1.01.2002;31.12.2002;99
207;10102;1.2-1;Arhivaalide loetelud;1.2-1;Arhivaalide loetelud;1.2-1;Arhivaalide loetelud;üks asjaajamisaasta;1.01.2002;31.12.2002;99
208;10102;1.2-2;Arhiivinimistud ja muud kirjeldused;1.2-2-1;Perekonnaarhiivi nimistud;1.2-2-1;Perekonnaarhiivi nimistud;üks asjaajamisaasta;1.01.2002;31.12.2002;99
209;10102;1.2-2;Arhiivinimistud ja muud kirjeldused;1.2-2-2;Perekonnaseisuaktide tähestikuline kartoteek ja registrid;1.2-2-2;Perekonnaseisuaktide tähestikuline kartoteek ja registrid;üks asjaajamisaasta;1.01.2002;31.12.2002;99
210;10102;1.2-2;Arhiivinimistud ja muud kirjeldused;1.2-2-3;Perekonnaarhiivi fondide loetelud;1.2-2-3;Perekonnaarhiivi fondide loetelud;üks asjaajamisaasta;1.01.2002;31.12.2002;99
211;10102;1.2-2;Arhiivinimistud ja muud kirjeldused;1.2-2-4;Perekonnaseisualaste arhivaalide üleandmise-vastuvõtmise aktid;1.2-2-4;Perekonnaseisualaste arhivaalide üleandmis-vastuvõtmise aktid;üks asjaajamisaasta;1.01.2002;31.12.2002;99
212;10102;1.2-2;Arhiivinimistud ja muud kirjeldused;1.2-2-5;SIM arhiivinimistud;1.2-2-5;SIM arhiivinimistud;üks asjaajamisaasta;1.01.2002;31.12.2002;99
213;10102;1.2-2;Arhiivinimistud ja muud kirjeldused;1.2-2;Arhiivinimistud ja muud kirjeldused;1.2-2;Arhiivinimistud ja muud kirjeldused;üks asjaajamisaasta;1.01.2002;31.12.2002;99
214;10102;1.2-3;Kirjavahetus avaliku arhiiviga;1.2-3-1;Ministeeriumi arhiivi kirjavahetus avaliku arhiiviga;1.2-3-1;Ministeeriumi arhiivi kirjavahetus avaliku arhiiviga;üks asjaajamisaasta;1.01.2002;31.12.2002;99
215;10102;1.2-3;Kirjavahetus avaliku arhiiviga;1.2-3-1;Üldosakonna kirjavahetus avaliku arhiiviga;1.2-3-1;Ministeeriumi arhiivi kirjavahetus avaliku arhiiviga;üks asjaajamisaasta;1.01.2003;31.12.2003;10
216;10102;1.2-3;Kirjavahetus avaliku arhiiviga;1.2-3-1;Üldosakonna kirjavahetus avaliku arhiiviga;1.2-3-1;Ministeeriumi arhiivi kirjavahetus avaliku arhiiviga;üks asjaajamisaasta;1.01.2004;31.12.2004;10
217;10102;1.2-3;Kirjavahetus avaliku arhiiviga;1.2-3-1;Üldosakonna kirjavahetus avaliku arhiiviga;1.2-3-1;Üldosakonna kirjavahetus avaliku arhiiviga;üks asjaajamisaasta;1.01.2005;31.12.2005;10
218;10102;1.2-3;Kirjavahetus avaliku arhiiviga;1.2-3-2;Perekonnaarhiivi kirjavahetus avaliku arhiiviga;1.2-3-2;Perekonnaarhiivi kirjavahetus avaliku arhiiviga;üks asjaajamisaasta;1.01.2002;31.12.2002;10
219;10102;1.2-3;Kirjavahetus avaliku arhiiviga;1.2-3-2;Perekonnaarhiivi kirjavahetus avaliku arhiiviga;1.2-3-2;Perekonnaarhiivi kirjavahetus avaliku arhiiviga;üks asjaajamisaasta;1.01.2003;31.12.2003;10
220;10102;1.2-3;Kirjavahetus avaliku arhiiviga;1.2-3-2;Perekonnaarhiivi kirjavahetus avaliku arhiiviga;1.2-3-2;Perekonnaarhiivi kirjavahetus avaliku arhiiviga;üks asjaajamisaasta;1.01.2004;31.12.2004;10
221;10102;1.2-3;Kirjavahetus avaliku arhiiviga;1.2-3-2;Perekonnaarhiivi kirjavahetus avaliku arhiiviga;1.2-3-2;Perekonnaarhiivi kirjavahetus avaliku arhiiviga;üks asjaajamisaasta;1.01.2005;31.12.2005;10
222;10102;1.2-3;Kirjavahetus avaliku arhiiviga;1.2-3;Kirjavahetus avaliku arhiiviga;1.2-3;Kirjavahetus avaliku arhiiviga;üks asjaajamisaasta;1.01.2002;31.12.2002;10
223;10102;1.2-4;Arhivaalide avalikku arhiivi üleandmise aktid;1.2-4-2;Perekonnaarhiivi arhivaalide üleandmisaktid;1.2-4-2;Perekonnaarhiivi arhivaalide üleandmisaktid;üks asjaajamisaasta;1.01.2002;31.12.2002;5
224;10102;1.2-5;Arhiivialane kirjavahetus;1.2-5-1;Ministeeriumi arhiivi teatised ja kaaskirjad;1.2-5-1;Ministeeriumi arhiivi teatised ja kaaskirjad;üks asjaajamisaasta;1.01.2002;31.12.2002;5
225;10102;1.2-5;Arhiivialane kirjavahetus;1.2-5-2;Perekonnaarhiivi teatised ja kaaskirjad;1.2-5-2;Perekonnaarhiivi teatised ja kaaskirjad;üks asjaajamisaasta;1.01.2002;31.12.2002;5
226;10102;1.2-5;Arhiivialane kirjavahetus;1.2-5;Kirjavahetus teatiste väljastamise kohta ;1.2-5;Kirjavahetus teatiste väljastamise kohta ;üks asjaajamisaasta;1.01.2002;31.12.2002;5
227;10102;1.2-5;Arhiivialane kirjavahetus;1.2-5;Arhiivialane kirjavahetus;1.2-5;Arhiivialane kirjavahetus;üks asjaajamisaasta;1.01.2003;31.12.2003;5
228;10102;1.2-5;Arhiivialane kirjavahetus;1.2-5;Arhiivialane kirjavahetus;1.2-5;Arhiivialane kirjavahetus;üks asjaajamisaasta;1.01.2004;31.12.2004;5
229;10102;1.2-5;Arhiivialane kirjavahetus;1.2-5;Arhiivialane kirjavahetus;1.2-5;Arhiivialane kirjavahetus;üks asjaajamisaasta;1.01.2005;31.12.2005;5
230;11101;10.1-4;Rahvastikuregistrist andmete väljastamiseks esitatud taotlused ja nende juurde kuuluvad dokumendid s.h otsused;10.1-4;Rahvastikuregistrist andmete väljastamiseks esitatud taotlused ja nende juurde kuuluvad dokumendid s.h otsused;10.1-4;Rahvastiku registri andmete väljastamiseks esitatud taotlused ja nende juurde kuuluvad odkumendid, s.h. otsused;üks asjaajamisaasta;1.01.2002;31.12.2002;10
231;11101;10.1-4;Rahvastikuregistrist andmete väljastamiseks esitatud taotlused ja nende juurde kuuluvad dokumendid s.h otsused;10.1-4;Rahvastikuregistrist andmete väljastamiseks esitatud taotlused ja nende juurde kuuluvad dokumendid s.h otsused;10.1-4;Rahvastiku registrist andmete väljastamiseks esitatud taotlused ja nende juurde kuuluvad dokumendid s.h otsused;üks asjaajamisaasta;1.01.2003;31.12.2003;10
232;11101;10.1-4;Rahvastikuregistrist andmete väljastamiseks esitatud taotlused ja nende juurde kuuluvad dokumendid s.h otsused;10.1-4;Rahvastikuregistrist andmete väljastamiseks esitatud taotlused ja nende juurde kuuluvad dokumendid s.h otsused;10.1-4;Rahvastiku registrist andmete väljastamiseks esitatud taotlused ja nende juurde kuuluvad dokumendid s.h otsused;üks asjaajamisaasta;1.01.2004;31.12.2004;10
233;11101;10.1-4;Rahvastikuregistrist andmete väljastamiseks esitatud taotlused ja nende juurde kuuluvad dokumendid s.h otsused;10.1-4;Rahvastikuregistrist andmete väljastamiseks esitatud taotlused ja nende juurde kuuluvad dokumendid s.h otsused;10.1-4;Rahvastiku registrist andmete väljastamiseks esitatud taotlused ja nende juurde kuuluvad dokumendid s.h otsused;üks asjaajamisaasta;1.01.2005;31.12.2005;10
234;11101;10.1-5;Kirjavahetus rahvastiku arvestuse küsimustes;10.1-5-1;Kirjavahetus volitatud ja leinguliste töötlejatega;10.1-5-1;Kirjavahetus volitatud ja leinguliste töötlejatega;üks asjaajamisaasta;1.01.2002;31.12.2002;5
235;11101;10.1-5;Kirjavahetus rahvastiku arvestuse küsimustes;10.1-5-2;Üldine rahvastiku arvestusealane kirjavahetus;10.1-5-2;Üldine rahvastiku arvestusealane kirjavahetus;üks asjaajamisaasta;1.01.2002;31.12.2002;5
236;11101;10.1-5;Kirjavahetus rahvastiku arvestuse küsimustes;10.1-5;Kirjavahetus rahvastiku arvestuse küsimustes;10.1-5;Kirjavahetus rahvastiku arvestuse küsimustes;üks asjaajamisaasta;1.01.2002;31.12.2002;5
237;11101;10.1-5;Kirjavahetus rahvastiku arvestuse küsimustes;10.1-5;Kirjavahetus rahvastiku arvestuse küsimustes;10.1-5;Kirjavahetus rahvastiku arvestuse küsimustes;üks asjaajamisaasta;1.01.2003;31.12.2003;5
238;11101;10.1-5;Kirjavahetus rahvastiku arvestuse küsimustes;10.1-5;Kirjavahetus rahvastiku arvestuse küsimustes;10.1-5;Kirjavahetus rahvastiku arvestuse küsimustes;üks asjaajamisaasta;1.01.2004;31.12.2004;5
239;11101;10.1-5;Kirjavahetus rahvastiku arvestuse küsimustes;10.1-5;Kirjavahetus rahvastiku arvestuse küsimustes;10.1-5;Kirjavahetus rahvastiku arvestuse küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
240;11102;10.2-1;Perekonnaseisuaktide teised eksemplarid;10.2-1-6;Ees-ja perekonnanime muutmise toimik;10.2-1-6;Ees-ja perekonnanime muutmise toimik;üks asjaajamisaasta;1.01.2002;31.12.2002;99
241;11102;10.2-1;Perekonnaseisuaktide teised eksemplarid;10.2-1-6;Ees-ja perekonnanime muutmise toimik;10.2-1-6;Ees- ja perekonnanime muutmise toimik;üks asjaajamisaasta;1.01.2003;31.12.2003;99
242;11102;10.2-1;Perekonnaseisuaktide teised eksemplarid;10.2-1-6;Ees-ja perekonnanime muutmise toimik;10.2-1-6;Ees- ja perekonnanime muutmise toimik;üks asjaajamisaasta;1.01.2004;31.12.2004;99
243;11102;10.2-1;Perekonnaseisuaktide teised eksemplarid;10.2-1-6;Ees-ja perekonnanime muutmise toimik;10.2-1-6;Ees- ja perekonnanime muutmise toimik;üks asjaajamisaasta;1.01.2005;31.12.2005;99
244;11102;10.2-2;Perekonnaseisuasutuste juhendamise ja aruandluse dokumendid;10.2-2-1;Ametialased juhendid perekonnaseisu asutustele;10.2-2-1;Ametialased juhendid perkeonnaseisu asutustele;üks asjaajamisaasta;1.01.2002;31.12.2002;99
245;11102;10.2-2;Perekonnaseisuasutuste juhendamise ja aruandluse dokumendid;10.2-2-1;Ametialased juhendid perekonnaseisu asutustele;10.2-2-1;Ametialased juhendid perekonnaseisu asutustele;üks asjaajamisaasta;1.01.2003;31.12.2003;99
246;11102;10.2-2;Perekonnaseisuasutuste juhendamise ja aruandluse dokumendid;10.2-2-1;Ametialased juhendid perekonnaseisu asutustele;10.2-2-1;Ametialased juhendid perekonnaseisu asutustele;üks asjaajamisaasta;1.01.2004;31.12.2004;99
247;11102;10.2-2;Perekonnaseisuasutuste juhendamise ja aruandluse dokumendid;10.2-2-1;Ametialased juhendid perekonnaseisu asutustele;10.2-2-1;Ametialased juhendid perekonnaseisu asutustele;üks asjaajamisaasta;1.01.2005;31.12.2005;99
248;11102;10.2-2;Perekonnaseisuasutuste juhendamise ja aruandluse dokumendid;10.2-2-2;Perekonnaseisuaktide kuu ja tunnistuste aasta aruanded;10.2-2-2;Perekonnaseisuosakondade aruanded;üks asjaajamisaasta;1.01.2002;31.12.2002;99
249;11102;10.2-2;Perekonnaseisuasutuste juhendamise ja aruandluse dokumendid;10.2-2-2;Perekonnaseisuaktide kuu ja tunnistuste aasta aruanded;10.2-2-2;Perekonnaseisuaktide kuu ja tunnistuste aasta aruanded;üks asjaajamisaasta;1.01.2003;31.12.2003;99
250;11102;10.2-2;Perekonnaseisuasutuste juhendamise ja aruandluse dokumendid;10.2-2-2;Perekonnaseisuaktide kuu ja tunnistuste aasta aruanded;10.2-2-2;Perekonnaseisuaktide kuu ja tunnistuste aasta aruanded;üks asjaajamisaasta;1.01.2004;31.12.2004;99
251;11102;10.2-2;Perekonnaseisuasutuste juhendamise ja aruandluse dokumendid;10.2-2-2;Perekonnaseisuaktide kuu ja tunnistuste aasta aruanded;10.2-2-2;Perekonnaseisuaktide kuu ja tunnistuste aasta aruanded;üks asjaajamisaasta;1.01.2005;31.12.2005;99
252;11102;10.2-2;Perekonnaseisuasutuste juhendamise ja aruandluse dokumendid;10.2-2-3;Perekonnaseisuaktide ja tunnistuste aastaaruanded;10.2-2-3;Perekonnaseisuaktide ja tunnistuste aastaaruanded;üks asjaajamisaasta;1.01.2002;31.12.2002;99
253;11102;10.2-2;Perekonnaseisuasutuste juhendamise ja aruandluse dokumendid;10.2-2;Perekonnaseisuaktide teised eksemplarid;10.2-2;Perekonnaseisuaktide teised eksemplarid;üks asjaajamisaasta;1.01.2002;31.12.2002;99
254;11102;10.2-3;Perekonnaseisuaktide kuuaruanded;10.2-3-2;Perekonnaseisuaktide kuuaruanded;10.2-3-2;VALE Perekonnaseisuaktide kuuaruanded;üks asjaajamisaasta;1.01.2002;31.12.2002;7
255;11102;10.2-4;Perekonnaseisu tõendavate tunnistuste registrid;10.2-4-1;Perekonnaseisu tõendavate tunnistute sissetuleku-väljamineku registreerimisraamat;10.2-4-1;Perekonnaseisu tõendavate tunnistute sissetuleku-väljamineku registreerimisraamat;üks asjaajamisaasta;1.01.2002;31.12.2002;75
256;11102;10.2-4;Perekonnaseisu tõendavate tunnistuste registrid;10.2-4-2;Rikutud ja aegunud perekonnaseisu tunnistuste registreerimisraamatud;10.2-4-2;Rikutud ja aegunud perkeonnaseisu tunnistuste registreerimisraamatud;üks asjaajamisaasta;1.01.2002;31.12.2002;75
257;11102;10.2-4;Perekonnaseisu tõendavate tunnistuste registrid;10.2-4-3;Isikutele väljaantavate perekonnaseisutunnistuste registreerimisraamatud;10.2-4-3;Isikutele väljaantavate perekonnaseisutunnistuste registreerimisraamatud;üks asjaajamisaasta;1.01.2002;31.12.2002;10
258;11102;10.2-4;Perekonnaseisu tõendavate tunnistuste registrid;10.2-4;Perekonnaseisu tõendavate tunnistuste registrid;10.2-4;Perekonnaseisu tõendavate tunnistuste registrid;üks asjaajamisaasta;1.01.2002;31.12.2002;75
259;11102;10.2-5;Perekonnaseisuaktide perandamiste ja muutmiste dokumendid;10.2-5;Perekonnaseisuaktide parandamiste ja muutmiste dokumendid;10.2-5;Perekonnaseisuaktide perandamiste ja muutmiste dokumendid;üks asjaajamisaasta;1.01.2002;31.12.2002;75
260;11102;10.2-5;Perekonnaseisuaktide perandamiste ja muutmiste dokumendid;10.2-5;Perekonnaseisuaktide perandamiste ja muutmiste dokumendid;10.2-5;Perekonnaseisuaktide parandamiste ja muutmiste dokumendid;üks asjaajamisaasta;1.01.2003;31.12.2003;50
261;11102;10.2-5;Perekonnaseisuaktide perandamiste ja muutmiste dokumendid;10.2-5;Perekonnaseisuaktide perandamiste ja muutmiste dokumendid;10.2-5;Perekonnaseisuaktide parandamiste ja muutmiste dokumendid;üks asjaajamisaasta;1.01.2004;31.12.2004;50
262;11102;10.2-5;Perekonnaseisuaktide perandamiste ja muutmiste dokumendid;10.2-5;Perekonnaseisuaktide perandamiste ja muutmiste dokumendid;10.2-5;Perekonnaseisuaktide parandamiste ja muutmiste dokumendid;üks asjaajamisaasta;1.01.2005;31.12.2005;50
263;11102;10.2-6;Isikute avaldused perekonnaseisutunnistuste, tõendite ja ärakirjade saamiseks;10.2-6;Isikute avaldused perekonnaseisutunnistuste, tõendite ja ärakirjade saamiseks;10.2-6b;Isikute avaldused perekonnaseisutunnistuste, tõendite ja ärakirjade saamiseks;üks asjaajamisaasta;1.01.2003;31.12.2003;5
264;11102;10.2-6;Isikute avaldused perekonnaseisutunnistuste, tõendite ja ärakirjade saamiseks;10.2-6;Isikute avaldused perekonnaseisutunnistuste, tõendite ja ärakirjade saamiseks;10.2-6b;Isikute avaldused perekonnaseisutunnistuste, tõendite ja ärakirjade saamiseks;üks asjaajamisaasta;1.01.2004;31.12.2004;5
265;11102;10.2-6;Isikute avaldused perekonnaseisutunnistuste, tõendite ja ärakirjade saamiseks;10.2-6;Isikute avaldused perekonnaseisutunnistuste, tõendite ja ärakirjade saamiseks;10.2-6b;Isikute avaldused perekonnaseisutunnistuste, tõendite ja ärakirjade saamiseks;üks asjaajamisaasta;1.01.2005;31.12.2005;5
282;11103;10.3-1;Vaimulikele abielusõlmimise õiguse andmise alusdokumendid;10.2-7;Kirjavahetus perekonnaseisualastes küsimustes;10.2-7;Kirjavahetus perekonnaseisualastes küsimustes;üks asjaajamisaasta;1.01.2002;31.12.2002;10
